Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Current Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,State,Average_Monthly_Charge,Churn,Net_Revenue,Sub_Services,Married_Gender,Persona
Female,74,Yes,1,San Francisco,94103,37.773147,-122.411287,9,61,Offer B,Yes,39.31,Yes,Yes,DSL,10.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,65.2,3965.05,0.0,0,2397.91,6362.96,Stayed,Active,Active,California,65.00081967213114,0,3965.05,3,Married | Female,A - Premium Loyal Customers
Male,53,No,0,Los Angeles,90064,34.037251,-118.423573,0,27,No_Offer,Yes,15.09,No,Yes,Cable,28.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,53.45,1461.45,0.0,0,407.43,1868.88,Stayed,Active,Active,California,54.12777777777778,0,1461.45,3,Single | Male,E - Churn-Risk New Users
Female,22,No,0,Carlsbad,92008,33.148116,-117.306043,0,53,Offer B,Yes,8.33,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,100.3,5200.8,0.0,0,441.49,5642.29,Stayed,Active,Active,California,98.12830188679246,0,5200.8,6,Single | Female,A - Premium Loyal Customers
Female,49,No,3,Oroville,95966,39.473896,-121.415927,0,19,Offer D,Yes,8.02,Yes,Yes,DSL,57.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,1375.6,0.0,0,152.38,1527.98,Stayed,Active,Active,California,72.39999999999999,0,1375.6,5,Single | Female,E - Churn-Risk New Users
Male,34,Yes,0,San Jose,95127,37.375156,-121.795867,1,19,Offer D,Yes,28.04,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.3,2012.7,0.0,0,532.76,2545.46,Churned,Price,Lack of affordable download/upload speed,California,105.93157894736842,1,2012.7,6,Married | Male,E - Churn-Risk New Users
Male,64,Yes,0,Los Angeles,90031,34.085807,-118.206617,7,56,No_Offer,Yes,32.93,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Mailed Check,24.45,1431.65,0.0,0,1844.08,3275.73,Stayed,Active,Active,California,25.56517857142857,0,1431.65,0,Married | Male,D - Legacy Phone-Only Users
Female,75,Yes,0,San Francisco,94129,37.797526,-122.464531,2,72,Offer A,Yes,44.89,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8443.7,0.0,120,3232.08,11795.78,Stayed,Active,Active,California,117.27361111111112,0,8443.7,6,Married | Female,C - Data-Capped Digitals
Male,31,Yes,0,San Jose,95134,37.42765,-121.945416,7,17,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1336.9,0.0,0,794.07,2130.97,Stayed,Active,Active,California,78.64117647058823,0,1336.9,2,Married | Male,E - Churn-Risk New Users
Male,52,Yes,2,Moreno Valley,92557,33.970661,-117.255039,10,70,No_Offer,Yes,49.67,No,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,101.1,6994.8,0.0,0,3476.9,10471.7,Stayed,Active,Active,California,99.92571428571428,0,6994.8,6,Married | Male,A - Premium Loyal Customers
Male,76,Yes,0,Loomis,95650,38.809175,-121.171375,9,72,No_Offer,No,0.0,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.45,4641.1,0.0,0,0.0,4641.1,Stayed,Active,Active,California,64.45972222222223,0,4641.1,8,Married | Male,A - Premium Loyal Customers
Male,48,Yes,3,San Francisco,94124,37.731505,-122.384532,5,69,No_Offer,Yes,40.36,No,Yes,Cable,53.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.65,5542.55,0.0,0,2784.84,8327.39,Stayed,Active,Active,California,80.3268115942029,0,5542.55,7,Married | Male,A - Premium Loyal Customers
Male,56,Yes,0,Smith River,95567,41.950683,-124.097094,1,65,Offer B,Yes,40.47,No,Yes,DSL,30.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.8,4820.15,0.0,0,2630.55,7450.7,Churned,Dissatisfaction,Product dissatisfaction,California,74.15615384615384,1,4820.15,6,Married | Male,A - Premium Loyal Customers
Male,71,Yes,0,Catheys Valley,95306,37.394411,-120.127262,1,43,No_Offer,Yes,4.59,Yes,Yes,Fiber Optic,5.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.3,3953.15,0.0,0,197.37,4150.52,Stayed,Active,Active,California,91.93372093023255,0,3953.15,4,Married | Male,E - Churn-Risk New Users
Female,34,Yes,1,El Nido,95317,37.127386,-120.506422,1,41,Offer B,Yes,21.28,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,19.3,772.4,0.0,0,872.48,1644.88,Stayed,Active,Active,California,18.839024390243903,0,772.4,0,Married | Female,D - Legacy Phone-Only Users
Male,59,Yes,0,Santa Cruz,95064,37.007882,-122.065975,3,46,No_Offer,Yes,16.07,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,19.6,851.2,0.0,0,739.22,1590.42,Stayed,Active,Active,California,18.50434782608696,0,851.2,0,Married | Male,D - Legacy Phone-Only Users
Male,52,Yes,0,Arbuckle,95912,38.982373,-122.047751,1,61,No_Offer,Yes,46.95,Yes,Yes,Cable,21.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,6547.7,0.0,0,2863.95,9411.65,Churned,Competitor,Competitor offered higher download speeds,California,107.33934426229509,1,6547.7,6,Married | Male,A - Premium Loyal Customers
Male,58,No,0,Zenia,95595,40.170357,-123.417298,0,19,No_Offer,Yes,19.1,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,19.95,373.5,0.0,0,362.9,736.4,Stayed,Active,Active,California,19.657894736842103,0,373.5,0,Single | Male,D - Legacy Phone-Only Users
Female,21,No,0,Bolinas,94924,37.943087,-122.72379,0,68,No_Offer,No,0.0,No,Yes,DSL,58.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,38.9,2719.2,0.0,0,0.0,2719.2,Stayed,Active,Active,California,39.98823529411764,0,2719.2,4,Single | Female,E - Churn-Risk New Users
Female,53,Yes,3,Surfside,90743,33.728273,-118.085304,8,52,Offer B,Yes,8.16,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95.7,4976.15,0.0,0,424.32,5400.47,Stayed,Active,Active,Florida,95.6951923076923,0,4976.15,4,Married | Female,A - Premium Loyal Customers
Male,56,Yes,0,Los Angeles,90029,34.089953,-118.294824,9,24,Offer C,Yes,35.8,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,20.1,533.9,0.0,0,859.2,1393.1,Stayed,Active,Active,California,22.245833333333334,0,533.9,0,Married | Male,D - Legacy Phone-Only Users
Female,38,No,0,Fair Oaks,95628,38.652065,-121.25441,0,33,No_Offer,Yes,15.69,Yes,Yes,DSL,24.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.9,2033.85,0.0,0,517.77,2551.62,Stayed,Active,Active,Virginia,61.631818181818176,0,2033.85,3,Single | Female,E - Churn-Risk New Users
Female,80,No,0,Glendora,91740,34.119363,-117.855059,0,3,No_Offer,No,0.0,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.3,77.75,0.0,0,0.0,77.75,Churned,Attitude,Attitude of support person,California,25.916666666666668,1,77.75,1,Single | Female,E - Churn-Risk New Users
Female,63,Yes,0,Sacramento,95842,38.687367,-121.34848,0,24,No_Offer,Yes,44.96,No,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,2431.35,0.0,0,1079.04,3510.39,Churned,Competitor,Competitor offered more data,California,101.30625,1,2431.35,6,Married | Female,E - Churn-Risk New Users
Female,60,Yes,3,Mount Hermon,95041,37.051166,-122.056194,3,31,Offer C,Yes,9.8,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,21.0,697.7,0.0,0,303.8,1001.5,Stayed,Active,Active,Virginia,22.506451612903227,0,697.7,0,Married | Female,D - Legacy Phone-Only Users
Female,67,Yes,0,Whittier,90603,33.945318,-117.992066,8,67,No_Offer,Yes,38.47,Yes,Yes,Fiber Optic,20.0,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,7142.5,0.0,0,2577.49,9719.99,Stayed,Active,Active,California,106.6044776119403,0,7142.5,5,Married | Female,A - Premium Loyal Customers
Female,28,No,0,Imperial,92251,32.858595,-115.662709,0,4,No_Offer,Yes,18.03,No,Yes,Cable,59.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.4,272.15,0.0,0,72.12,344.27,Churned,Competitor,Competitor had better devices,California,68.0375,1,272.15,4,Single | Female,E - Churn-Risk New Users
Female,79,No,0,Daly City,94014,37.691561,-122.445202,0,2,No_Offer,No,0.0,No,Yes,DSL,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.35,41.85,0.0,0,0.0,41.85,Churned,Competitor,Competitor had better devices,California,20.925,1,41.85,1,Single | Female,E - Churn-Risk New Users
Male,50,No,0,Tehama,96090,40.021787,-122.127576,0,22,No_Offer,Yes,46.5,No,Yes,Fiber Optic,17.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.2,2157.3,0.0,0,1023.0,3180.3,Stayed,Active,Active,California,98.05909090909093,0,2157.3,5,Single | Male,E - Churn-Risk New Users
Male,42,Yes,0,Le Grand,95333,37.249377,-120.249581,2,66,No_Offer,Yes,7.61,No,Yes,DSL,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.9,5595.3,0.0,0,502.26,6097.56,Stayed,Active,Active,California,84.77727272727273,0,5595.3,8,Married | Male,A - Premium Loyal Customers
Male,73,No,0,Crockett,94525,38.049292,-122.228415,0,2,No_Offer,Yes,5.57,No,Yes,Cable,24.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,94.55,0.0,0,11.14,105.69,Churned,Price,Long distance charges,Texas,47.275,1,94.55,4,Single | Male,E - Churn-Risk New Users
Male,19,No,0,Angels Camp,95222,38.071327,-120.632221,0,2,Offer E,Yes,5.33,No,Yes,Cable,52.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.1,113.35,0.0,0,10.66,124.01,Churned,Competitor,Competitor made better offer,California,56.675,1,113.35,3,Single | Male,E - Churn-Risk New Users
Female,34,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,1,Offer E,Yes,32.92,No,Yes,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,80.25,0.0,0,32.92,113.17,Churned,Other,Moved,California,80.25,1,80.25,2,Single | Female,E - Churn-Risk New Users
Female,40,Yes,0,Mission Viejo,92692,33.60693,-117.644253,0,71,No_Offer,Yes,38.22,No,Yes,DSL,23.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.0,5999.85,0.0,0,2713.62,8713.47,Stayed,Active,Active,California,84.5049295774648,0,5999.85,7,Married | Female,A - Premium Loyal Customers
Male,62,No,0,Joshua Tree,92252,34.167236,-116.281511,0,20,No_Offer,Yes,27.11,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,19.7,419.4,0.0,0,542.2,961.6,Stayed,Active,Active,California,20.97,0,419.4,0,Single | Male,D - Legacy Phone-Only Users
Female,34,Yes,2,Guadalupe,93434,34.936,-120.594655,1,66,Offer A,Yes,48.11,No,Yes,Cable,27.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,49.4,3251.85,0.0,0,3175.26,6427.11,Stayed,Active,Active,California,49.27045454545454,0,3251.85,2,Married | Female,A - Premium Loyal Customers
Female,39,Yes,0,Whitmore,96096,40.637105,-121.906949,1,34,No_Offer,Yes,40.78,Yes,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.45,2874.15,0.0,0,1386.52,4260.67,Churned,Price,Extra data charges,California,84.53382352941176,1,2874.15,3,Married | Female,A - Premium Loyal Customers
Female,49,Yes,0,Shafter,93263,35.490705,-119.286833,1,47,No_Offer,Yes,6.56,No,Yes,DSL,11.0,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,66.05,3021.45,0.0,40,308.32,3369.77,Stayed,Active,Active,California,64.28617021276595,0,3021.45,3,Married | Female,E - Churn-Risk New Users
Male,21,No,0,Canby,96015,41.486953,-120.913975,0,1,No_Offer,Yes,39.19,No,Yes,DSL,69.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.25,55.25,0.0,60,39.19,154.44,Joined,Active,Active,Oregon,55.25,2,55.25,2,Single | Male,E - Churn-Risk New Users
Female,42,Yes,0,Milpitas,95035,37.441931,-121.878502,1,69,No_Offer,Yes,37.2,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,7446.9,0.0,0,2566.8,10013.7,Churned,Competitor,Competitor made better offer,California,107.92608695652171,1,7446.9,6,Married | Female,A - Premium Loyal Customers
Female,38,No,0,Chula Vista,91914,32.688506,-116.938632,0,70,No_Offer,Yes,13.4,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,90.25,6385.95,0.0,100,938.0,7423.95,Stayed,Active,Active,California,91.22785714285716,0,6385.95,3,Single | Female,C - Data-Capped Digitals
Female,35,No,0,Sacramento,95815,38.608405,-121.449942,0,17,No_Offer,Yes,4.38,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Mailed Check,20.15,353.65,0.0,0,74.46,428.11,Stayed,Active,Active,California,20.802941176470583,0,353.65,0,Single | Female,D - Legacy Phone-Only Users
Male,35,No,7,Visalia,93277,36.303793,-119.375646,0,1,No_Offer,Yes,12.81,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.25,19.25,0.0,0,12.81,32.06,Churned,Attitude,Attitude of service provider,California,19.25,1,19.25,0,Single | Male,D - Legacy Phone-Only Users
Male,56,Yes,0,Garden Grove,92841,33.786738,-117.982564,1,46,No_Offer,Yes,18.45,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Bank Withdrawal,24.9,1174.8,0.0,0,848.7,2023.5,Stayed,Active,Active,California,25.539130434782606,0,1174.8,0,Married | Male,D - Legacy Phone-Only Users
Male,29,No,3,Rocklin,95765,38.823278,-121.281856,0,41,No_Offer,Yes,30.58,No,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.15,4507.15,0.0,0,1253.78,5760.93,Stayed,Active,Active,California,109.93048780487804,0,4507.15,8,Single | Male,A - Premium Loyal Customers
Female,38,No,0,Hawaiian Gardens,90716,33.830431,-118.074071,0,54,No_Offer,Yes,41.83,Yes,Yes,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0.0,0,2258.82,7699.72,Churned,Dissatisfaction,Service dissatisfaction,California,100.7574074074074,1,5440.9,5,Single | Female,A - Premium Loyal Customers
Male,46,Yes,1,San Diego,92126,32.886925,-117.152162,4,1,Offer E,Yes,45.77,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Mailed Check,19.9,19.9,0.0,0,45.77,65.67,Churned,Competitor,Competitor made better offer,California,19.9,1,19.9,0,Married | Male,D - Legacy Phone-Only Users
Male,63,No,0,Beverly Hills,90211,34.063947,-118.383001,0,8,No_Offer,Yes,30.53,No,Yes,DSL,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75,438.05,0.0,0,244.24,682.29,Stayed,Active,Active,California,54.75625,0,438.05,3,Single | Male,E - Churn-Risk New Users
Female,53,No,0,Klamath River,96050,41.816595,-122.948287,0,12,No_Offer,Yes,12.75,Yes,Yes,Fiber Optic,24.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,1046.1,7.39,120,153.0,1311.71,Churned,Price,Price too high,California,87.175,1,1038.7099999999998,3,Single | Female,C - Data-Capped Digitals
Male,51,No,3,Irvine,92604,33.688546,-117.788091,0,33,Offer C,Yes,21.16,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Credit Card,20.15,682.15,0.0,0,698.28,1380.43,Stayed,Active,Active,California,20.67121212121212,0,682.15,0,Single | Male,D - Legacy Phone-Only Users
Female,57,Yes,0,Los Angeles,90071,34.052917,-118.255178,1,21,Offer D,Yes,1.21,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0.0,0,25.41,2279.61,Churned,Dissatisfaction,Limited range of services,California,107.34285714285711,1,2254.2,6,Married | Female,E - Churn-Risk New Users
Female,28,Yes,0,Santa Rosa,95405,38.439696,-122.668817,1,12,No_Offer,Yes,40.63,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,916.9,0.0,0,487.56,1404.46,Churned,Competitor,Competitor had better devices,California,76.40833333333333,1,916.9,4,Married | Female,E - Churn-Risk New Users
Male,62,No,2,Blythe,92225,33.674583,-114.71612,0,1,No_Offer,Yes,15.66,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.0,44.0,0.0,0,15.66,59.66,Joined,Active,Active,California,44.0,2,44.0,1,Single | Male,E - Churn-Risk New Users
Male,26,Yes,3,Burney,96013,40.946785,-121.719489,0,25,Offer C,Yes,11.79,No,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0.0,0,294.75,2493.8,Stayed,Active,Active,California,87.962,0,2199.05,3,Married | Male,E - Churn-Risk New Users
Male,35,Yes,0,Glendale,91205,34.13658,-118.245839,7,33,Offer C,Yes,48.85,No,Yes,Cable,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2453.3,0.0,0,1612.05,4065.35,Stayed,Active,Active,Arizona,74.34242424242424,0,2453.3,6,Married | Male,A - Premium Loyal Customers
Female,38,No,0,Orange,92865,33.828779,-117.848299,0,11,No_Offer,Yes,47.61,No,Yes,DSL,12.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.5,829.3,0.0,0,523.71,1353.01,Stayed,Active,Active,California,75.39090909090909,0,829.3,5,Single | Female,E - Churn-Risk New Users
Female,57,No,0,Duncans Mills,95430,38.445603,-123.063756,0,47,No_Offer,Yes,3.49,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,20.15,1046.2,0.0,0,164.03,1210.23,Stayed,Active,Active,California,22.25957446808511,0,1046.2,0,Single | Female,D - Legacy Phone-Only Users
Male,75,No,0,San Jose,95132,37.424655,-121.74841,0,7,No_Offer,No,0.0,No,Yes,DSL,26.0,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,44.4,265.8,0.0,0,0.0,265.8,Stayed,Active,Active,California,37.971428571428575,0,265.8,4,Single | Male,E - Churn-Risk New Users
Male,22,No,0,Lemoore,93245,36.303666,-119.825657,0,49,Offer B,No,0.0,No,Yes,Cable,58.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,1453.1,0.0,0,0.0,1453.1,Stayed,Active,Active,California,29.655102040816324,0,1453.1,2,Single | Male,E - Churn-Risk New Users
Male,54,Yes,0,Sausalito,94965,37.848641,-122.515692,1,49,Offer B,Yes,20.48,Yes,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,5843.03,Churned,Competitor,Competitor offered higher download speeds,California,99.0561224489796,1,4839.51,5,Married | Male,A - Premium Loyal Customers
Female,38,Yes,0,Temecula,92592,33.507255,-117.029473,5,55,No_Offer,Yes,19.41,Yes,Yes,Fiber Optic,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.75,4458.15,0.0,0,1067.55,5525.7,Churned,Competitor,Competitor made better offer,California,81.05727272727272,1,4458.15,2,Married | Female,A - Premium Loyal Customers
Female,49,Yes,0,Citrus Heights,95621,38.69549,-121.307864,0,20,Offer D,Yes,48.03,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,19.25,375.25,0.0,0,960.6,1335.85,Stayed,Active,Active,California,18.7625,0,375.25,0,Married | Female,D - Legacy Phone-Only Users
Female,79,Yes,0,Friant,93626,37.027663,-119.69056,8,28,No_Offer,Yes,25.57,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Mailed Check,25.7,734.6,0.0,0,715.96,1450.56,Stayed,Active,Active,California,26.235714285714288,0,734.6,0,Married | Female,D - Legacy Phone-Only Users
Male,69,No,0,Concord,94520,38.013825,-122.039144,0,1,No_Offer,Yes,33.84,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,Churned,Competitor,Competitor had better devices,California,69.75,1,69.75,1,Single | Male,E - Churn-Risk New Users
Female,36,Yes,0,Butte City,95920,39.449794,-121.936372,2,4,No_Offer,Yes,6.77,No,Yes,Cable,3.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.7,235.05,0.0,0,27.08,262.13,Stayed,Active,Active,Idaho,58.7625,0,235.05,3,Married | Female,E - Churn-Risk New Users
Female,24,No,0,La Grange,95329,37.666587,-120.411517,0,42,Offer B,Yes,18.31,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,20.75,844.45,0.0,0,769.02,1613.47,Stayed,Active,Active,Illinois,20.10595238095238,0,844.45,0,Single | Female,D - Legacy Phone-Only Users
Male,46,No,0,Lakeport,95453,39.080469,-122.955176,0,1,No_Offer,Yes,9.36,No,Yes,Fiber Optic,14.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,10,9.36,89.26,Joined,Active,Active,California,69.9,2,69.9,0,Single | Male,E - Churn-Risk New Users
